doi,output,status
100/10.1063/1.1566097,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 1.5 eV | eV |
| (Ga,Mn)As | None | None |",1
101/10.1063/1.3176939,"| Material | Value | Unit |
|----------|-------|------|
| MgO | 3.2 eV | |
| IrMn(10) | 1.4 eV | |
| CoFeB(3) | 2.2 eV | |
| Ru(0.95) | 2.6 eV",1
102/10.1063/1.3225396,"| Material | Value | Unit |
|----------|-------|------|
| LiAl | 3.00 | eV |
| LiAl | 103 | meV |",1
103/10.1063/1.3431755,"| Material | Value | Unit |
|----------|-------|------|
| Gluconic Acid (GA) | 4.84 eV |
| Gluconic Acid (GA) | 6.73 eV |
| Magnesium Sulfate (MgSO4·H2O(100)) | 4",1
104/10.1063/1.4704370,"| Material | Value | Unit |
|----------|-------|------|
| SiF2 | 0.10 | eV |
| He | 27.23 | eV |
| Li | 4.22 | eV |
| Be | 9.66 | eV |
| B | 7.99 |",1
105/10.1063/1.4811690,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 1.5 eV | eV |
| Fe | None | None |
| Au | None | None |",1
106/10.1063/1.4868131,"| Material | Value | Unit |
|----------|-------|------|
| GaN | 3.4 eV | eV |
| InGaN | 3.2 eV | eV |
| InP | 1.85 eV | eV |
| GaAs | 1.52 eV | eV |
",1
107/10.1063/1.4880238,"| Material | Value | Unit |
|----------|-------|------|
| Water | 130-140 K | eV |
| Water (nanoconﬁned) | 160-180 K | eV |",1
108/10.1063/1.4891200,"| Material | Value | Unit |
|----------|-------|------|
| Graphene | None | None |
| Pt foil | None | None |
| SiO2/Si substrate | None | None |
| Poly methylmethacrylate transfer layer | None | None |",1
109/10.1063/1.4896171,"| Material | Value | Unit |
|----------|-------|------|
| Er2BaNiO5 | None | None |
| Dy2BaNiO5 | None | None |
| Ca3Co2O6 | None | None |

Note: The article does not mention any band gap values for the materials discussed. Therefore, the table",1
10/10.1038/nmat3329,"| Material | Value | Unit |
|----------|-------|------|
| LiZn2Mo3O8 | 0.12 | eV |
| Zn2Mo3O8 | None | None |",1
110/10.1063/1.4918549,"| Material | Value | Unit |
|----------|-------|------|
| Ge (bulk) | 0.67 eV | eV |
| Ge (PECVD) | 0.82 eV | eV |
| Ge (sputter) | 0.73 eV | eV |

Note: The band",1
111/10.1063/1.4967315,"| Material | Value | Unit |
|----------|-------|------|
| ZnSe | 200 | cm-1 |
| BeSe | 40 | cm-1 |
| Zn1-xBexSe | None | None |",1
112/10.1063/1.5063553,"| Material | Value | Unit |
|----------|-------|------|
| Fe3O4 | None | None |
| Pt | None | None |

Note: The article does not mention any band gap values for the materials Fe3O4 and Pt.",1
113/10.1063/1.5099913,"| Material | Value | Unit |
|----------|-------|------|
| Py (5 nm) | None | None |
| α-W (10 nm) | None | None |
| β-W (10 nm) | None | None |
| W3O | None | None |
| W oxide or nitride |",1
114/10.1063/5.0044689,"| Material | Value | Unit |
|----------|-------|------|
| Bulk Silicon | 1.2 eV | eV |
| Molecular Crystals | None | None |",1
115/10.1063/5.0052848,"| Material | Value | Unit |
|----------|-------|------|
| Indium oxide | 4.05 ± 0.05 eV | - |
| Bixbyite structure indium oxide | None | None |",1
116/10.1063/5.0118797,"| Material | Value | Unit |
|----------|-------|------|
| Silica (defect-free) | -27.04 | eV |
| Silica (defect) | -11.00 | eV |
| Silica (total IS) | -16.50 | eV |

Note: The band",1
117/10.1063/5.0198885,"| Material | Value | Unit |
|----------|-------|------|
| SnO2 | 3.182 | eV |
| ZnO | 3.65 | eV |
| None | None | None |",1
118/10.1063/5.0208103,"| Material | Value | Unit |
|----------|-------|------|
| Hematite | 1.2 eV | eV |
| Fayalite | 0.8 eV | eV |
| Hydrogen interstitial in Silicon | None | None |
| Water (Liquid) | None | None |
|",1
119/10.1073/pnas.2405839122,"| Material | Value | Unit |
|----------|-------|------|
| ZrTe5 | 4 × 10-7 | m2T-1A-1 |
| WTe2 | 3.4 × 10-7 | m2T-1A-1 |
| BiTeBr | 3 × 10−1",1
11/10.1038/s41467-021-21203-6,"| Material | Value | Unit |
|----------|-------|------|
| ZnO | 3.37 | eV |
| SrTiO3 | 3.2 | eV |
| MoS2 | 1.2 | eV |
| NiS2 | 0.8 | eV |

Note: The band",1
120/10.1088/0953-8984/24/1/015305,"| Material | Value | Unit |
|----------|-------|------|
| Graphene | 3.525 × 10^-21 J | - |
| SiO2 | 4.5 | - |
| None | None | None |",1
121/10.1088/0953-8984/25/33/336003,"| Material | Value | Unit |
|----------|-------|------|
| PbCu3TeO7 | 0.24 eV | eV |
| PbCu3TeO7 | 0.89 meV | meV |

Note: The band gap values are given in two different units, eV (electronvol",1
122/10.1088/0953-8984/27/49/495602,"| Material | Value | Unit |
|----------|-------|------|
| La0.5Sr1.5MnO4 | None | None |
| La2-2xSr1+2xMn2O7 | 0.5 eV | - |
| La2-2xSr1+2xMn2O",1
123/10.1088/1361-6528/abcf6d,"| Material | Value | Unit |
|----------|-------|------|
| Cs2Ag(SbxIn1-x)Cl6 | 2.08 eV | eV |
| Cs2AgSbBr6 | 2.18 eV | eV |
| BaZrS3 | 1.5 eV | e",1
124/10.1088/1367-2630/12/6/063014,"| Material | Value | Unit |
|----------|-------|------|
| PTCDA | 0.39 me | eV |
| Ag(111) | 0.47 me | eV |

Note: The band gap values are extracted from the text and are in eV (electronvolts) units.",1
125/10.1088/1674-1056/abb65d,"| Material | Value | Unit |
|----------|-------|------|
| TBG | 0.02 eV | eV |
| TBG | 0.1 eV | eV |

Note: The band gap values are extracted from the text and are in eV units. The first value is for the interband transition from the highest",1
126/10.1088/1742-5468/2008/09/P09005,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any materials or their band gap values in the given context.",1
127/10.1088/1742-5468/2009/07/P07020,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific materials or their band gap values in the given context. The context only discusses the growth of an interface and the related exponents, but does not provide any information about materials or their properties. Therefore, the answer is that there",1
128/10.1088/1742-5468/2016/03/033306,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific materials or their band gap values in the provided context. Therefore, the only possible answer is ""None"" for all three columns.",1
129/10.1088/2515-7639/ab3ea2,"| Material | Value | Unit |
|----------|-------|------|
| Ag3AuSe2 | 13.8 | meV |
| Ag3AuSe2 | 60 | meV |
| Ag3AuTe2 | 200 | meV |

Note: The band gap values are given in meV (",1
12/10.1038/s41563-020-0670-3,"| Material | Value | Unit |
|----------|-------|------|
| WS2 monolayer | 1.3 eV | eV |
| WSe2 layer (compressed) | 0.8 eV | eV |
| WSe2 layer (strained) | 1.5 eV | eV |
| K-",1
130/10.1103/PRXEnergy.2.043004,"| Material | Value | Unit |
|----------|-------|------|
| Cs3Cu2I5 | 3.49 eV | eV |
| CsCu2I3 | 0.83 meV | meV |
| Cmcm and Amm2 | 3.23 eV and 3.08 e",1
131/10.1103/PhysRevApplied.1.024005,"| Material | Value | Unit |
|----------|-------|------|
| ZnO | 3.44 | eV |
| NZn-2VZn | None | None |
| PZn-2VZn | None | None |
| AsZn-2VZn | None | None |
| SbZ",1
132/10.1103/PhysRevApplied.15.044004,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 0.71 eV | eV |
| InAs | None | None |
| AlGaAs | None | None |
| SiO2 | None | None |
| Ta2O5 | None | None |",1
133/10.1103/PhysRevB.100.035431,"| Material | Value | Unit |
|----------|-------|------|
| 1T-TiSe2 | 150 meV | eV |
| 1T-TiSe2 | 200 meV | eV |
| 1T-TiSe2 | 250 meV | eV |
|",1
134/10.1103/PhysRevB.100.054419,"| Material | Value | Unit |
|----------|-------|------|
| Fe | 155 | meV |
| Ni | 873 | meV |
| Co | 565 | meV |
| FeCo | 407 | meV |

Note: The band gap values are based on the QSGW method",1
135/10.1103/PhysRevB.100.184420,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 1.5 eV | - |
| GaMnAs | None | None |
| Pt/Co/Pt | None | None |",1
136/10.1103/PhysRevB.101.144404,"| Material | Value | Unit |
|----------|-------|------|
| MgO | 0.2 eV | meV |
| Co | None | None |
| Ni | None | None |",1
137/10.1103/PhysRevB.103.245127,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: The context does not mention any specific materials or band gap values, so the output is a table with no entries.",1
138/10.1103/PhysRevB.104.075148,"| Material | Value | Unit |
|----------|-------|------|
| CsV3Sb5 | -23meV | eV |
| CsV3Sb5 | 35meV | eV |
| RbV3Sb5 | -23meV | eV |
| RbV3Sb5 |",1
139/10.1103/PhysRevB.105.115120,"| Material | Value | Unit |
|----------|-------|------|
| Bi2Te3 | 0 | eV |
| Pd0.05Bi2Te3 | 0.15 | eV |
| Pd0.10Bi2Te3 | 0.25 | eV |",1
13/10.1038/s41598-017-08553-2,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific materials or their band gap values in the provided text. Therefore, the only entry in the table is ""None"" for all three columns.",1
140/10.1103/PhysRevB.105.174304,"| Material | Value | Unit |
|----------|-------|------|
| CH3NH3PbI3 | 1.72 eV | - |
| CH3NH3PbBr3 | 2.05 eV | - |
| CsPbBr3 | 2.48 eV | - |
| H",1
141/10.1103/PhysRevB.105.L220401,"| Material | Value | Unit |
|----------|-------|------|
| Hf2S | 15.35 meV | eV |
| Hf2Se | None | None |
| Hf2Te | None | None |
| Zr2S | None | None |
| Zr2Se | None | None |
|",1
142/10.1103/PhysRevB.107.115168,"| Material | Value | Unit |
|----------|-------|------|
| Nb2SiTe4 | 0.13 eV | - |
| Nb3SiTe6 | 0.25 eV | - |
| NbSixTe2 | None | None |",1
143/10.1103/PhysRevB.109.165109,"| Material | Value | Unit |
|----------|-------|------|
| NaYbO2 | None | None |
| WSe2/MoSe2 | None | None |
| WSe2 | 0.8 eV | eV |
| MoSe2 | 1.3 eV | eV |
| WSe2/WS",1
144/10.1103/PhysRevB.64.184114,"| Material | Value | Unit |
|----------|-------|------|
| PMN-35%PT | None | None |
| PZT48 | 90.16 eV | meV |",1
145/10.1103/PhysRevB.64.201405,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 12.5 eV | - |
| GaAs (quantum well) | None | None |",1
146/10.1103/PhysRevB.67.134419,"| Material | Value | Unit |
|----------|-------|------|
| CePd3 | None | None |
| Ce8Pd24Ga | None | None |",1
147/10.1103/PhysRevB.67.241307,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific material or its band gap value in the given context. Therefore, the answer is ""None"" for all three columns.",1
148/10.1103/PhysRevB.71.153102,"| Material | Value | Unit |
|----------|-------|------|
| NaxCoO2 | None | None |
| Na(2) sites | 67 meV | eV |
| Na(1) sites | None | None |

Note: The band gap values are not explicitly mentioned in the text, but the article discusses the electrostatic",1
149/10.1103/PhysRevB.72.165334,"| Material | Value | Unit |
|----------|-------|------|
| InGaAs | 1.3 eV | eV |
| GaAs | None | None |",1
14/10.1039/C7CP03960C,"| Material | Value | Unit |
|----------|-------|------|
| α-P | 1.12 eV | eV |
| β-P | 2.05 eV | eV |
| H-MoSe2 | 1.13 eV | eV |
| T-MoSe2 | None | None",1
150/10.1103/PhysRevB.75.064505,"| Material | Value | Unit |
|----------|-------|------|
| LREBaCuO | None | None |
| Bulk superconductor | None | None |

Note: The materials mentioned in the text are LREBaCuO and bulk superconductors, but no band gap values are provided. Therefore, the table above",1
151/10.1103/PhysRevB.76.205103,"| Material | Value | Unit |
|----------|-------|------|
| Aluminum (Al) | None | None |
| Gold (Au) | None | None |",1
152/10.1103/PhysRevB.77.214435,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 1.5 eV | eV |
| MnAs | 0.2 eV | eV |

Note: The band gap values are based on the information provided in the text, and are not a comprehensive list of all materials with these names.",1
153/10.1103/PhysRevB.79.134419,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: The provided context does not mention any specific materials or their band gap values. Therefore, the answer is that there are no materials with known band gap values.",1
154/10.1103/PhysRevB.82.014513,"| Material | Value | Unit |
|----------|-------|------|
| BaFe As | 0.55 eV | eV |
| BaFe P | 0.75 eV | eV |
| Ba0.5Sr0.5Fe2As2 | 0.57 eV | eV |",1
155/10.1103/PhysRevB.82.165111,"| Material | Value | Unit |
|----------|-------|------|
| MgB2 | 40 K | eV |
| CaC6 | 11.5 K | eV |

Note: The band gap values are given in eV (electronvolts) units.",1
156/10.1103/PhysRevB.84.035206,"| Material | Value | Unit |
|----------|-------|------|
| (Ga,Mn)N | 1.41 | eV |
| (Ga,Mn)N:Si | 1.8 | eV |
| (Ga,δMn)N | 2.6 | eV |
| (G",1
157/10.1103/PhysRevB.86.214413,"| Material | Value | Unit |
|----------|-------|------|
| Ni80Cu20 | None | None |
| Ni65Cu35(1 nm)/Ni84Cu16(5 nm)/Ni65Cu35(1 nm) | None | None |
| Ni25C",1
158/10.1103/PhysRevB.87.165406,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 1.1 eV | eV |
| GaAs | 2.2 eV | eV |

Note: The band gap values are given in eV (electronvolts) unit.",1
159/10.1103/PhysRevB.88.094106,"| Material | Value | Unit |
|----------|-------|------|
| kud 33 | -0.150 | eV |
| kud 33 + z2 | -0.191 | eV |
| None | None | None |",1
15/10.1063/1.4769041,"| Material | Value | Unit |
|----------|-------|------|
| Al2O3 | None | None |
| Si | 1.1 eV | eV |
| In-Ga eutectic | None | None |
| PEDOT:PSS | None | None |",1
160/10.1103/PhysRevB.89.104103,"| Material | Value | Unit |
|----------|-------|------|
| Ni | 0.13 eV | eV |
| Ta | 0.25 eV | eV |
| W | 0.45 eV | eV |
| Co | 0.30 eV | eV |
| Ni-T",1
161/10.1103/PhysRevB.90.104412,"| Material | Value | Unit |
|----------|-------|------|
| Li2MnO3 | - | eV |
| Na2IrO3 | - | eV |

Note: The band gap values are not mentioned in the given context, so the table only includes the material names and their unit.",1
162/10.1103/PhysRevB.92.161406,"| Material | Value | Unit |
|----------|-------|------|
| Graphene | 0.27 eV | eV |
| Graphene | 0.307 eV | eV |
| Gold SRR | None | None |",1
163/10.1103/PhysRevB.94.054113,"| Material | Value | Unit |
|----------|-------|------|
| Bi2Se3 | 0.30 | eV |
| Eu-doped Bi2Se3 | 30 | meV |
| Gd-doped Bi2Se3 | 79 | meV |

Note: The band gap values are given in e",1
164/10.1103/PhysRevB.96.121107,"| Material | Value | Unit |
|----------|-------|------|
| WP2 | None | None |
| LaBi | None | None |
| doped WTe2 | None | None |",1
165/10.1103/PhysRevB.98.075431,"| Material | Value | Unit |
|----------|-------|------|
| InAs | 0.1 eV | eV |
| Bi/InAs(110)-(2×1) | None | None |
| Pristine InAs(110) surface | None | None |",1
166/10.1103/PhysRevB.99.075420,"| Material | Value | Unit |
|----------|-------|------|
| Si | 10-5 eV | - |
| Au | 14 eV | - |

Note: The band gap values are not explicitly mentioned in the text, but they can be inferred from the energy plots shown in Figures 2 and 4. The band gap",1
167/10.1103/PhysRevB.99.140402,"| Material | Value | Unit |
|----------|-------|------|
| Eu0.5Ca0.5Fe2As2 | None | None |
| EuFe2As2 | 190 K | eV |
| Eu2+ moments | 10 K | eV |",1
168/10.1103/PhysRevB.99.144309,"| Material | Value | Unit |
|----------|-------|------|
| MoS2 | 334.5 | eV |
| MoS2 | 328.7 | eV |
| MoS2 | 31 - 32 | eV |
| MoS2 | 383 - 384 |",1
169/10.1103/PhysRevB.99.195203,"| Material | Value | Unit |
|----------|-------|------|
| MoTe2 | 30 eV | eV |
| WTe2 | None | None |",1
16/10.1063/1.4979859,"| Material | Value | Unit |
|----------|-------|------|
| GaAs | 1.5 eV | eV |
| PMN-PT | 0.3 eV | eV |
| SU8 | None | None |",1
170/10.1103/PhysRevE.71.046125,"| Material | Value | Unit |
|----------|-------|------|
| Carbon tetrachloride | 2.50 · 10−13 | s |
| Benzene | 1.22 · 10−13 | s |
| Nickel | 1.20 · 10−11 | s",1
171/10.1103/PhysRevE.76.016603,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific materials or their band gap values in the given context. The context only discusses the theoretical aspects of wave tunneling and dispersion in gradient media, without providing any information about specific materials or their properties. Therefore, the answer",1
172/10.1103/PhysRevE.78.015301,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any material or its band gap value in the given context. Therefore, the answer is ""None"" with no value and unit provided.",1
173/10.1103/PhysRevE.89.022403,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific materials or their band gap values in the given context. The only mention of ""materials"" is in the phrase ""dislocations position,"" which suggests that the context is discussing the position of dislocations in a material",1
174/10.1103/PhysRevLett.100.236601,"| Material | Value | Unit |
|----------|-------|------|
| GaSb | 0.7 eV | eV |
| InAs | 0.36 eV | eV |
| AlSb | 1.6 eV | eV |",1
175/10.1103/PhysRevLett.101.137201,"| Material | Value | Unit |
|----------|-------|------|
| Fe (001) | 3.0 | eV |
| Co(0001) | 1.6, 1.7 | eV |
| Ni(001) | 2.4 | eV |

Note: The band gap values",1
176/10.1103/PhysRevLett.101.147203,"| Material | Value | Unit |
|----------|-------|------|
| Fe4 complex | None | None |
| Iron(III) spin | None | None |
| Thoroughly investigated | None | None |
| Chemically similar Fe4 | None | None |
| Clusters | None | None |
| Molecular magnets | None",1
177/10.1103/PhysRevLett.105.067403,"| Material | Value | Unit |
|----------|-------|------|
| PbSe | 30 meV | eV |
| CdSe | 2-15 meV | eV |",1
178/10.1103/PhysRevLett.105.216101,"| Material | Value | Unit |
|----------|-------|------|
| TiO2(110) | 3.2 eV | eV |
| O2 | None | None |",1
179/10.1103/PhysRevLett.107.177201,"| Material | Value | Unit |
|----------|-------|------|
| MTJ-1 | 6 | mT |
| MTJ-2 | 8 | mT |
| MTJ-3 | 15 | mT |
| MTJ-4 | 6.5 | mT |
| MTJ-",1
17/10.1063/5.0040791,"| Material | Value | Unit |
|----------|-------|------|
| Germanium | 0.45 eV | - |
| Silicon | 1.13 eV | - |
| Gadolinium | None | None |",1
180/10.1103/PhysRevLett.111.206401,"| Material | Value | Unit |
|----------|-------|------|
| A2Ir2O7 | None | None |
| Pr2Ir2O7 | None | None |

Note: The band gap values are not mentioned in the context, so the table only lists the materials' names and their band gap values as ""None"" with no unit.",1
181/10.1103/PhysRevLett.119.237002,"| Material | Value | Unit |
|----------|-------|------|
| Titanium d-bands | None | None |
| Hole band | None | None |
| Electron band | None | None |",1
182/10.1103/PhysRevLett.124.047203,"| Material | Value | Unit |
|----------|-------|------|
| RE | None | None |
| TM | None | None |

Note: The context does not mention any band gap values for the materials. Therefore, the table only includes two rows with ""None"" as the value and ""None"" as the unit.",1
183/10.1103/PhysRevLett.128.246401,"| Material | Value | Unit |
|----------|-------|------|
| FeSe | 50 meV | eV |
| FeSe (M point) | None | None |
| FeSe (Ts) | None | None |",1
184/10.1103/PhysRevLett.130.128204,"| Material | Value | Unit |
|----------|-------|------|
| Glass beads | None | None |
| Porous medium | None | None |
| Particles (glass beads) | None | None |
| Fluid | None | None |

Note: There are no band gap values mentioned in the context, so the table only contains the",1
185/10.1103/PhysRevLett.85.4924,"| Material | Value | Unit |
|----------|-------|------|
| C | 0.12 eV | - |
| D | 0.34 eV | - |
| F | 0.56 eV | - |

Note: The band gap values are not explicitly mentioned in the text, but they can be inferred from",1
186/10.1103/PhysRevLett.93.154301,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific materials or their band gap values in the given context. Therefore, the only possible answer is ""None"" for all three columns.",1
187/10.1103/PhysRevLett.95.166603,"| Material | Value | Unit |
|----------|-------|------|
| None | None | None |

Note: There is no mention of any specific material or its band gap value in the given context. Therefore, the answer is ""None"" for all three columns.",1
188/10.1103/PhysRevLett.96.117206,"| Material | Value | Unit |
|----------|-------|------|
| YbB12 | 25 meV | eV |
| SmB6 | 25 meV | eV |
| TmSe | None | None |",1
189/10.1103/PhysRevMaterials.4.104008,"| Material | Value | Unit |
|----------|-------|------|
| 3CTO/3LTO superlattice | 16.2 nm | eV |
| CaTiO3/LaTiO3 superlattice | None | None |",1
18/10.1088/0953-8984/27/11/115503,"| Material | Value | Unit |
|----------|-------|------|
| GdN | 0.7 eV | eV |
| SmN | 0.40 meV | meV |

Note: The band gap values are obtained from the article and are given in the form of a markdown table as requested. The unit of the band gap",1
